department,number,title,term
BB,401,Undergraduate Research,Winter 2016
BB,401,Undergraduate Research,Spring 2016
BB,401,Undergraduate Research,Summer 2016
BB,401,Undergraduate Research,Fall 2016
BB,403,Thesis,Winter 2016
BB,403,Thesis,Spring 2016
BB,403,Thesis,Fall 2016
BB,405,Reading And Conference,Winter 2016
BB,405,Reading And Conference,Spring 2016
BB,405,Reading And Conference,Summer 2016
BB,405,Reading And Conference,Fall 2016
BB,410,Internship,Winter 2016
BB,410,Internship,Spring 2016
BB,410,Internship,Summer 2016
BB,410,Internship,Fall 2016
BB,450,General Biochemistry,Winter 2016
BB,450,General Biochemistry,Summer 2016
BB,450,General Biochemistry,Fall 2016
BB,451,General Biochemistry,Winter 2016
BB,451,General Biochemistry,Spring 2016
BB,451,General Biochemistry,Summer 2016
BB,481,Macromolecular Structure,Fall 2016
BB,482,Biophysics,Winter 2016
BB,483,Advanced Biochemistry And Biophysics: Capstone,Spring 2016
BB,484,Chromatin And Epigenetics,Winter 2016
BB,485,Applied Bioinformatics,Winter 2016
BB,486,Advanced Molecular Genetics,Spring 2016
BB,490,Biochemistry 1: Structure And Function,Fall 2016
BB,491,Biochemistry 2: Metabolism,Winter 2016
BB,492,Biochemistry 3: Genetic Biochemistry,Spring 2016
BB,493,Biochemistry Laboratory Molecular Techniques 1,Fall 2016
BB,494,Biochemistry Laboratory Molecular Techniques 2,Winter 2016
BB,496,Biochemistry Laboratory Molecular Modeling,Winter 2016
BB,497,Basic Nucleic Acid And Protein Sequence Analysis,Fall 2016
BB,499,Special Topics,Spring 2016
BEE,101,Ecological Engineering I,Fall 2016
BEE,102,Ecological Engineering Ii,Spring 2016
BEE,221,Fundamentals Of Ecological Engineering,Winter 2016
BEE,311,Ecological Fluid Mechanics,Fall 2016
BEE,312,Ecohydraulics,Winter 2016
BEE,313,Ecohydrology,Spring 2016
BEE,320,Biosystems Analysis And Modeling,Fall 2016
BEE,322,Ecological Engineering Thermodynamics And Transfer Process,Winter 2016
BEE,361,Ecological Engineering Laboratory,Spring 2016
BEE,401,Research,Winter 2016
BEE,401,Research,Spring 2016
BEE,401,Research,Fall 2016
BEE,405,Reading And Conference,Spring 2016
BEE,405,Reading And Conference,Fall 2016
BEE,407,Seminar,Fall 2016
BEE,410,Ecological Engineering Internship,Winter 2016
BEE,410,Ecological Engineering Internship,Summer 2016
BEE,415,Professional Development,Fall 2016
BEE,433,Irrigation System Design,Winter 2016
BEE,446,River Engineering,Spring 2016
BEE,468,Bioremediation Engineering,Winter 2016
BEE,469,Ecological Engineering Design I,Fall 2016
BEE,470,Ecological Engineering Design Ii,Winter 2016
BEE,472,Introduction To Food Engineering Principles,Fall 2016
BEE,473,Introduction To Food Engineering Process Design,Winter 2016
BEE,499,Special Topics,Winter 2016
BEE,499,Special Topics,Fall 2016
BHS,199,Special Topics,Spring 2016
BHS,199,Special Topics,Fall 2016
BHS,401,Research,Winter 2016
BHS,401,Research,Fall 2016
BHS,403,Thesis,Fall 2016
BHS,410,Science Internship,Winter 2016
BHS,410,Science Internship,Summer 2016
BHS,410,Science Internship,Fall 2016
BI,101,General Biology,Summer 2016
BI,101,General Biology,Fall 2016
BI,102,General Biology,Winter 2016
BI,102,General Biology,Summer 2016
BI,103,General Biology,Spring 2016
BI,103,General Biology,Summer 2016
BI,107,Health Professions: Dental,Winter 2016
BI,109,Health Professions: Medical,Spring 2016
BI,197,Biology Pre-Health First-Year Seminar,Fall 2016
BI,198,Biology And Zoology First-Year Seminar,Fall 2016
BI,199,Selected Topics,Spring 2016
BI,211,Principles Of Biology,Summer 2016
BI,211,Principles Of Biology,Fall 2016
BI,211H,Principles Of Biology,Fall 2016
BI,212,Principles Of Biology,Winter 2016
BI,212,Principles Of Biology,Summer 2016
BI,212H,Principles Of Biology,Winter 2016
BI,213,Principles Of Biology,Spring 2016
BI,213,Principles Of Biology,Summer 2016
BI,213H,Principles Of Biology,Spring 2016
BI,231,Introduction To Human Anatomy And Physiology,Summer 2016
BI,231,Introduction To Human Anatomy And Physiology,Fall 2016
BI,232,Introduction To Human Anatomy And Physiology,Winter 2016
BI,232,Introduction To Human Anatomy And Physiology,Summer 2016
BI,233,Introduction To Human Anatomy And Physiology,Spring 2016
BI,233,Introduction To Human Anatomy And Physiology,Summer 2016
BI,241,Introduction To Human Anatomy And Physiology Laboratory,Summer 2016
BI,241,Introduction To Human Anatomy And Physiology Laboratory,Fall 2016
BI,242,Introduction To Human Anatomy And Physiology Laboratory,Winter 2016
BI,242,Introduction To Human Anatomy And Physiology Laboratory,Summer 2016
BI,243,Introduction To Human Anatomy And Physiology Laboratory,Spring 2016
BI,243,Introduction To Human Anatomy And Physiology Laboratory,Summer 2016
BI,300,"Plagues, Pests, And Politics",Spring 2016
BI,301,Human Impacts On Ecosystems,Winter 2016
BI,306H,Environmental Ecology,Winter 2016
BI,311,Genetics,Winter 2016
BI,311,Genetics,Spring 2016
BI,311,Genetics,Summer 2016
BI,311,Genetics,Fall 2016
BI,311H,Genetics,Winter 2016
BI,314,Cell And Molecular Biology,Winter 2016
BI,314,Cell And Molecular Biology,Spring 2016
BI,314,Cell And Molecular Biology,Summer 2016
BI,314,Cell And Molecular Biology,Fall 2016
BI,314H,Cell And Molecular Biology,Fall 2016
BI,315,Molecular Biology Laboratory,Spring 2016
BI,317,Scientific Theory And Practice,Spring 2016
BI,317,Scientific Theory And Practice,Fall 2016
BI,331,Advanced Human Anatomy And Physiology,Fall 2016
BI,332,Advanced Human Anatomy And Physiology,Winter 2016
BI,333,Advanced Human Anatomy And Physiology,Spring 2016
BI,341,Advanced Human Anatomy And Physiology Laboratory,Fall 2016
BI,342,Advanced Human Anatomy And Physiology Laboratory,Winter 2016
BI,343,Advanced Human Anatomy And Physiology Laboratory,Spring 2016
BI,351,Marine Ecology,Winter 2016
BI,352,Marine Ecology Laboratory,Spring 2016
BI,370,Ecology,Winter 2016
BI,370,Ecology,Spring 2016
BI,370,Ecology,Fall 2016
BI,371,Ecological Methods,Spring 2016
BI,385,Emerging Infectious Diseases And Epidemics,Spring 2016
BI,401,Research And Scholarship,Winter 2016
BI,401,Research And Scholarship,Spring 2016
BI,401,Research And Scholarship,Summer 2016
BI,401,Research And Scholarship,Fall 2016
BI,401H,Research And Scholarship,Winter 2016
BI,401H,Research And Scholarship,Spring 2016
BI,401H,Research And Scholarship,Fall 2016
BI,403,Thesis,Winter 2016
BI,403,Thesis,Spring 2016
BI,403,Thesis,Summer 2016
BI,403,Thesis,Fall 2016
BI,405,Reading And Conference,Winter 2016
BI,405,Reading And Conference,Spring 2016
BI,405,Reading And Conference,Fall 2016
BI,405H,Reading And Conference,Fall 2016
BI,410,Internship,Winter 2016
BI,410,Internship,Spring 2016
BI,410,Internship,Summer 2016
BI,410,Internship,Fall 2016
BI,414H,Writing For The Biological Sciences,Winter 2016
BI,415H,Biological Sciences Thesis,Spring 2016
BI,427,Paleobiology,Spring 2016
BI,435,Genes And Chemicals In Agriculture: Value And Risk,Spring 2016
BI,445,Evolution,Winter 2016
BI,445,Evolution,Spring 2016
BI,445,Evolution,Fall 2016
BI,451,Functional Anatomy Of The Human Muscular System,Summer 2016
BI,499,Special Topics/Senior Biology Major Field Test,Winter 2016
BI,499,Special Topics/Senior Biology Major Field Test,Spring 2016
BI,499,Special Topics/Senior Biology Major Field Test,Fall 2016
BIOE,340,Biomedical Engineering Principles,Spring 2016
BIOE,390,Bioengineering Product Design,Winter 2016
BIOE,401,Research,Winter 2016
BIOE,401,Research,Spring 2016
BIOE,401,Research,Summer 2016
BIOE,401,Research,Fall 2016
BIOE,403,Thesis,Winter 2016
BIOE,403,Thesis,Spring 2016
BIOE,403,Thesis,Summer 2016
BIOE,403,Thesis,Fall 2016
BIOE,405,Reading And Conference,Summer 2016
BIOE,406,Projects,Winter 2016
BIOE,406,Projects,Summer 2016
BIOE,415,Bioengineering Laboratory,Winter 2016
BIOE,420,"Social Justice, Ethics, And Engineering",Winter 2016
BIOE,451,Biomaterials And Biointerfaces,Spring 2016
BIOE,457,Bioreactors I,Fall 2016
BIOE,459,Cell Engineering,Fall 2016
BIOE,462,Bioseparations,Winter 2016
BIOE,470,Regulation Of Drugs And Medical Devices,Winter 2016
BIOE,490,Bioengineering Process Design,Winter 2016
BIOE,499,Special Topics,Spring 2016
BOT,101,Botany: A Human Concern,Spring 2016
BOT,220,Introduction To Plant Biology,Fall 2016
BOT,313,Plant Structure,Winter 2016
BOT,321,Plant Systematics,Spring 2016
BOT,331,Plant Physiology,Winter 2016
BOT,332,Laboratory Techniques In Plant Biology,Spring 2016
BOT,341,Plant Ecology,Spring 2016
BOT,350,Introductory Plant Pathology,Fall 2016
BOT,401,Research,Winter 2016
BOT,401,Research,Spring 2016
BOT,401,Research,Summer 2016
BOT,401,Research,Fall 2016
BOT,403,Thesis,Winter 2016
BOT,403,Thesis,Spring 2016
BOT,403,Thesis,Fall 2016
BOT,405,Reading And Conference,Winter 2016
BOT,405,Reading And Conference,Spring 2016
BOT,405,Reading And Conference,Summer 2016
BOT,405,Reading And Conference,Fall 2016
BOT,407,Seminar,Winter 2016
BOT,407,Seminar,Spring 2016
BOT,407,Seminar,Fall 2016
BOT,410,Internship,Winter 2016
BOT,410,Internship,Spring 2016
BOT,410,Internship,Summer 2016
BOT,410,Internship,Fall 2016
BOT,415,Forest Insect And Disease Management,Winter 2016
BOT,416,Aquatic Botany,Fall 2016
BOT,425,Flora Of The Pacific Northwest,Spring 2016
BOT,442,Plant Population Ecology,Fall 2016
BOT,461,Mycology,Fall 2016
BOT,466,Bryology,Spring 2016
BOT,475,Comparative Genomics,Winter 2016
BOT,476,Introduction To Computing In The Life Sciences,Spring 2016
BOT,480,Photosynthesis And Photobiology,Spring 2016
BOT,488,Environmental Physiology Of Plants,Winter 2016
BOT,499H,Special Topics,Winter 2016
BRR,100,Great Experiments In Bioresource Sciences,Fall 2016
BRR,200,Developing A Research Proposal: Theory And Practice,Winter 2016
BRR,325,Energy Technology And Social Change,Winter 2016
BRR,350,Introduction To Regional Bioenergy,Fall 2016
BRR,401,Research And Scholarship,Winter 2016
BRR,401,Research And Scholarship,Spring 2016
BRR,401,Research And Scholarship,Summer 2016
BRR,401,Research And Scholarship,Fall 2016
BRR,403,Thesis,Winter 2016
BRR,403,Thesis,Spring 2016
BRR,403,Thesis,Summer 2016
BRR,403,Thesis,Fall 2016
BRR,405,Reading And Conference,Winter 2016
BRR,405,Reading And Conference,Spring 2016
BRR,405,Reading And Conference,Summer 2016
BRR,405,Reading And Conference,Fall 2016
BRR,406,Projects: Data Presentations,Winter 2016
BRR,407,Seminar,Spring 2016
BRR,409,Practicum: Teaching And Peer Mentoring,Fall 2016
BRR,410,Internship,Winter 2016
BRR,410,Internship,Spring 2016
BRR,410,Internship,Summer 2016
BRR,410,Internship,Fall 2016
BRR,450,Interdisciplinary Research: Bioenergy Focus,Winter 2016
CBEE,101,"Chemical, Biological, And Environmental Engr Orientation",Fall 2016
CBEE,101H,"Chemical, Biological, And Environmental Engr Orientation",Fall 2016
CBEE,102,Engineering Problem Solving And Computations,Winter 2016
CBEE,102H,Engineering Problem Solving And Computations,Winter 2016
CBEE,211,Material Balances And Stoichiometry,Fall 2016
CBEE,211H,Material Balances And Stoichiometry,Fall 2016
CBEE,212,Energy Balances,Winter 2016
CBEE,212H,Energy Balances,Winter 2016
CBEE,213,Process Data Analysis,Spring 2016
CBEE,320,Professionalism And Engineering Ethics,Fall 2016
CBEE,414,Process Engineering Laboratory,Fall 2016
CBEE,416,Cbee Laboratory Ii,Spring 2016
CCE,101,Civil And Construction Engineering Orientation,Fall 2016
CCE,102,Civil & Construction Engr: Problem-Solving And Technology,Winter 2016
CCE,201,Civil And Construction Engineering Graphics And Design,Winter 2016
CCE,201,Civil And Construction Engineering Graphics And Design,Summer 2016
CCE,201,Civil And Construction Engineering Graphics And Design,Fall 2016
CCE,203,Introduction To Virtual Design And Construction,Winter 2016
CCE,203,Introduction To Virtual Design And Construction,Spring 2016
CCE,321,Civil And Construction Engineering Materials,Spring 2016
CCE,321,Civil And Construction Engineering Materials,Summer 2016
CCE,321,Civil And Construction Engineering Materials,Fall 2016
CCE,421,Advanced Concrete Properties And Performance,Winter 2016
CCE,422,Green Building Materials,Winter 2016
CE,202,Civil Engineering: Geospatial Information And Gis,Winter 2016
CE,202,Civil Engineering: Geospatial Information And Gis,Spring 2016
CE,311,Fluid Mechanics,Winter 2016
CE,311,Fluid Mechanics,Fall 2016
CE,313,Hydraulic Engineering,Winter 2016
CE,313,Hydraulic Engineering,Spring 2016
CE,361,Surveying Theory,Fall 2016
CE,365,Highway Location And Design,Winter 2016
CE,372,Geotechnical Engineering I,Winter 2016
CE,372,Geotechnical Engineering I,Spring 2016
CE,373,Geotechnical Engineering Ii,Spring 2016
CE,381,Structural Theory I,Winter 2016
CE,381,Structural Theory I,Fall 2016
CE,382,Structural Theory Ii,Winter 2016
CE,382,Structural Theory Ii,Spring 2016
CE,383,Design Of Steel Structures,Spring 2016
CE,383,Design Of Steel Structures,Fall 2016
CE,392,Introduction To Highway Engineering,Winter 2016
CE,392,Introduction To Highway Engineering,Spring 2016
CE,401,Research,Winter 2016
CE,401,Research,Spring 2016
CE,401,Research,Summer 2016
CE,401,Research,Fall 2016
CE,403,Thesis,Winter 2016
CE,403,Thesis,Spring 2016
CE,403,Thesis,Summer 2016
CE,403,Thesis,Fall 2016
CE,405,Reading And Conference,Winter 2016
CE,405,Reading And Conference,Spring 2016
CE,405,Reading And Conference,Summer 2016
CE,405,Reading And Conference,Fall 2016
CE,406,Projects,Winter 2016
CE,406,Projects,Spring 2016
CE,406,Projects,Summer 2016
CE,406,Projects,Fall 2016
CE,407,Seminar,Fall 2016
CE,410,Internship,Winter 2016
CE,410,Internship,Spring 2016
CE,410,Internship,Summer 2016
CE,410,Internship,Fall 2016
CE,411,Ocean Engineering,Fall 2016
CE,412,Hydrology,Spring 2016
CE,412,Hydrology,Fall 2016
CE,413,Gis In Water Resources,Summer 2016
CE,417,Hydraulic Engineering Design,Winter 2016
CE,418,Civil Engineering Professional Practice,Winter 2016
CE,419,Civil Infrastructure Design,Spring 2016
CE,420,Engineering Planning,Winter 2016
CE,420,Engineering Planning,Fall 2016
CE,424,Contracts And Specifications,Winter 2016
CE,424,Contracts And Specifications,Spring 2016
CE,427,Temporary Construction Structures,Winter 2016
CE,427,Temporary Construction Structures,Spring 2016
CE,461,Photogrammetry,Fall 2016
CE,463,Control Surveying,Spring 2016
CE,465,Oregon Land Survey Law,Winter 2016
CE,469,Property Surveys,Spring 2016
CE,471,Foundations For Structures,Fall 2016
CE,479,Slope And Embankment Design,Spring 2016
CE,481,Reinforced Concrete I,Spring 2016
CE,481,Reinforced Concrete I,Fall 2016
CE,482,Masonry Design,Winter 2016
CE,484,Wood Design,Winter 2016
CE,486,Prestressed Concrete,Winter 2016
CE,491,Transportation Engineering,Spring 2016
CE,491,Transportation Engineering,Fall 2016
CE,492,Pavement Structures,Spring 2016
CEM,263,Plane Surveying,Spring 2016
CEM,311,Hydraulics,Winter 2016
CEM,311,Hydraulics,Spring 2016
CEM,341,Construction Estimating I,Spring 2016
CEM,342,Construction Estimating Ii,Fall 2016
CEM,343,Construction Planning And Scheduling,Fall 2016
CEM,381,Structures I,Spring 2016
CEM,383,Structures Ii,Fall 2016
CEM,405,Reading And Conference,Winter 2016
CEM,405,Reading And Conference,Summer 2016
CEM,405,Reading And Conference,Fall 2016
CEM,406,Projects,Spring 2016
CEM,406,Projects,Summer 2016
CEM,406,Projects,Fall 2016
CEM,407,Seminar,Fall 2016
CEM,431,Obtaining Construction Contracts,Fall 2016
CEM,441,Heavy Civil Construction Management,Spring 2016
CEM,442,Building Construction Management,Fall 2016
CEM,443,Project Management For Construction,Winter 2016
CEM,443,Project Management For Construction,Spring 2016
CEM,471,Electrical Facilities,Fall 2016
CEM,472,Mechanical Facilities,Winter 2016
CH,121,General Chemistry,Winter 2016
CH,121,General Chemistry,Fall 2016
CH,122,General Chemistry,Winter 2016
CH,122,General Chemistry,Spring 2016
CH,123,General Chemistry,Spring 2016
CH,123,General Chemistry,Summer 2016
CH,130,General Chemistry Of Living Systems,Spring 2016
CH,199,Special Topics,Winter 2016
CH,199,Special Topics,Spring 2016
CH,199,Special Topics,Fall 2016
CH,201,Chemistry For Engineering Majors,Winter 2016
CH,201,Chemistry For Engineering Majors,Fall 2016
CH,202,Chemistry For Engineering Majors,Winter 2016
CH,202,Chemistry For Engineering Majors,Spring 2016
CH,205,Laboratory For Chemistry 202,Winter 2016
CH,205,Laboratory For Chemistry 202,Spring 2016
CH,211,Recitation For Chemistry 201,Winter 2016
CH,211,Recitation For Chemistry 201,Fall 2016
CH,212,Recitation For Chemistry 202,Winter 2016
CH,220,Careers In Chemistry,Fall 2016
CH,231,General Chemistry,Winter 2016
CH,231,General Chemistry,Summer 2016
CH,231,General Chemistry,Fall 2016
CH,231H,General Chemistry,Fall 2016
CH,232,General Chemistry,Winter 2016
CH,232,General Chemistry,Spring 2016
CH,232,General Chemistry,Summer 2016
CH,232H,General Chemistry,Winter 2016
CH,233,General Chemistry,Spring 2016
CH,233,General Chemistry,Summer 2016
CH,233H,General Chemistry,Spring 2016
CH,261,Laboratory For Chemistry 231,Winter 2016
CH,261,Laboratory For Chemistry 231,Summer 2016
